model,mean_mae_train,sd_mae_train,mean_mae_val,sd_mae_val,mean_rmse_train,sd_rmse_train,mean_rmse_val,sd_rmse_val,mae_test,rmse_test
"SARIMA_(2, 1, 0)_(2, 0, 0, 24)",4.463978406414941,0.2685575683038063,8.53486218901104,3.238347312841669,6.354426882624286,0.4264734528238954,10.393588052860371,3.3937424782605805,6.335751804568133,8.517604927966826
