ds,y
2024-04-20 12:00:00,11.373187065124512
2024-04-20 13:00:00,12.3834810256958
2024-04-20 14:00:00,13.367107391357422
2024-04-20 15:00:00,16.036399841308594
2024-04-20 16:00:00,17.623065948486328
2024-04-20 17:00:00,15.951892852783203
2024-04-20 18:00:00,13.136141777038574
2024-04-20 19:00:00,11.82273006439209
2024-04-20 20:00:00,11.2847318649292
2024-04-20 21:00:00,10.172318458557129
2024-04-20 22:00:00,8.683672904968262
2024-04-20 23:00:00,7.004753589630127
2024-04-21 00:00:00,3.7171757221221924
2024-04-21 01:00:00,-0.2133476436138153
2024-04-21 02:00:00,-1.9152623414993286
2024-04-21 03:00:00,-1.5759044885635376
2024-04-21 04:00:00,-1.5139352083206177
2024-04-21 05:00:00,-0.968815803527832
2024-04-21 06:00:00,3.029294490814209
2024-04-21 07:00:00,8.828268051147461
2024-04-21 08:00:00,10.623785018920898
2024-04-21 09:00:00,7.364172458648682
2024-04-21 10:00:00,4.966842174530029
2024-04-21 11:00:00,6.917227268218994
2024-04-21 12:00:00,10.250022888183594
2024-04-21 13:00:00,11.39893627166748
2024-04-21 14:00:00,12.611281394958496
2024-04-21 15:00:00,15.45358657836914
2024-04-21 16:00:00,17.207866668701172
2024-04-21 17:00:00,15.668532371520996
2024-04-21 18:00:00,13.127866744995117
2024-04-21 19:00:00,12.046298027038574
2024-04-21 20:00:00,11.704545021057129
2024-04-21 21:00:00,10.72424602508545
2024-04-21 22:00:00,9.53249454498291
2024-04-21 23:00:00,7.9070611000061035
