ds,y
2024-04-20 12:00:00,6.739345550537109
2024-04-20 13:00:00,7.338192462921143
2024-04-20 14:00:00,9.782374382019043
2024-04-20 15:00:00,11.759551048278809
2024-04-20 16:00:00,10.783493995666504
2024-04-20 17:00:00,7.509737014770508
2024-04-20 18:00:00,4.780261993408203
2024-04-20 19:00:00,3.5300166606903076
2024-04-20 20:00:00,2.707773208618164
2024-04-20 21:00:00,1.801438331604004
2024-04-20 22:00:00,0.8266233205795288
2024-04-20 23:00:00,-0.12182968854904175
2024-04-21 00:00:00,-1.4069162607192993
2024-04-21 01:00:00,-2.6215097904205322
2024-04-21 02:00:00,-3.2481822967529297
2024-04-21 03:00:00,-3.487729787826538
2024-04-21 04:00:00,-2.839122772216797
2024-04-21 05:00:00,-0.09325021505355835
2024-04-21 06:00:00,3.773488998413086
2024-04-21 07:00:00,6.343936443328857
2024-04-21 08:00:00,6.446578025817871
2024-04-21 09:00:00,5.768799304962158
2024-04-21 10:00:00,6.037898063659668
2024-04-21 11:00:00,6.526885032653809
2024-04-21 12:00:00,6.532528877258301
2024-04-21 13:00:00,7.4076313972473145
2024-04-21 14:00:00,10.051020622253418
2024-04-21 15:00:00,12.249204635620117
2024-04-21 16:00:00,11.457392692565918
2024-04-21 17:00:00,8.294587135314941
2024-04-21 18:00:00,5.843802452087402
2024-04-21 19:00:00,4.812466621398926
2024-04-21 20:00:00,4.265547752380371
2024-04-21 21:00:00,3.554410934448242
2024-04-21 22:00:00,2.8028883934020996
2024-04-21 23:00:00,1.9350311756134033
