ds,y
2024-04-20 12:00:00,4.594375133514404
2024-04-20 13:00:00,4.004303455352783
2024-04-20 14:00:00,4.249059677124023
2024-04-20 15:00:00,4.995768070220947
2024-04-20 16:00:00,4.967845439910889
2024-04-20 17:00:00,3.977018117904663
2024-04-20 18:00:00,3.1286814212799072
2024-04-20 19:00:00,2.9456348419189453
2024-04-20 20:00:00,2.7341227531433105
2024-04-20 21:00:00,2.0719616413116455
2024-04-20 22:00:00,1.1705187559127808
2024-04-20 23:00:00,0.4359883666038513
2024-04-21 00:00:00,-0.2358912229537964
2024-04-21 01:00:00,-0.8087530136108398
2024-04-21 02:00:00,-1.1173187494277954
2024-04-21 03:00:00,-1.2393742799758911
2024-04-21 04:00:00,-0.8175953030586243
2024-04-21 05:00:00,0.963757336139679
2024-04-21 06:00:00,3.43524432182312
2024-04-21 07:00:00,4.926608562469482
2024-04-21 08:00:00,4.4846014976501465
2024-04-21 09:00:00,3.4590718746185303
2024-04-21 10:00:00,3.4965500831604004
2024-04-21 11:00:00,4.13142204284668
2024-04-21 12:00:00,4.084096431732178
2024-04-21 13:00:00,3.5650477409362793
2024-04-21 14:00:00,3.8740909099578857
2024-04-21 15:00:00,4.714617729187012
2024-04-21 16:00:00,4.758121490478516
2024-04-21 17:00:00,3.8183484077453613
2024-04-21 18:00:00,3.0797834396362305
2024-04-21 19:00:00,2.976945161819458
2024-04-21 20:00:00,2.8779778480529785
2024-04-21 21:00:00,2.2874162197113037
2024-04-21 22:00:00,1.4812067747116089
2024-04-21 23:00:00,0.7996246814727783
