model_number,model,mean_mae_train,sd_mae_train,mean_mae_val,sd_mae_val,mean_rmse_train,sd_rmse_train,mean_rmse_val,sd_rmse_val
1,"{'ar_layers': [1], 'batch_size': 48, 'epochs': 40, 'learning_rate': 0.15, 'n_lags': 12, 'newer_samples_weight': 2, 'seasonality_reg': 0.1}",3.892627343109676,0.31191490171760977,4.460141251768385,1.6340813887027865,5.449640689577375,0.46171903376615153,6.092013430595398,2.2317594567650243
2,"{'ar_layers': [32, 16], 'batch_size': 24, 'epochs': 80, 'learning_rate': 0.15, 'n_lags': 12, 'newer_samples_weight': 4, 'seasonality_reg': 0.1}",4.109294133526938,0.3754488029985185,4.755015577588763,2.0712754494078616,5.675075844355992,0.5723388093176308,6.485129765101841,2.715511210873117
3,"{'ar_layers': [32, 16], 'batch_size': 24, 'epochs': 40, 'learning_rate': 0.3, 'n_lags': 12, 'newer_samples_weight': 4, 'seasonality_reg': 0.5}",4.156965393679482,0.36603800681962984,4.991580152511597,2.7238574335220007,5.7287832736969,0.5549118695673398,6.697072328839983,3.161805200811281
4,"{'ar_layers': [1], 'batch_size': 24, 'epochs': 40, 'learning_rate': 0.3, 'n_lags': 1, 'newer_samples_weight': 4, 'seasonality_reg': 0.5}",4.106740614346095,0.38557621111941376,5.069534543582371,1.9795767951162222,5.662647453376225,0.5749543134938637,6.871691962650844,2.5991892363242304
5,"{'ar_layers': [32, 16], 'batch_size': 48, 'epochs': 40, 'learning_rate': 0.15, 'n_lags': 1, 'newer_samples_weight': 4, 'seasonality_reg': 0.5}",3.935160151549748,0.34623898820776006,4.827642577035086,1.5702400238988943,5.537336535113198,0.5331358083549972,6.598028322628566,2.2240494276548493
6,"{'ar_layers': [32, 16], 'batch_size': 24, 'epochs': 80, 'learning_rate': 0.3, 'n_lags': 1, 'newer_samples_weight': 2, 'seasonality_reg': 0.1}",4.114412728377751,0.3959541963347698,5.262512280259814,2.2187003702402777,5.684447007519858,0.5819562439670377,7.0828824503081185,2.7535337910427438
7,"{'ar_layers': [1], 'batch_size': 48, 'epochs': 40, 'learning_rate': 0.15, 'n_lags': 1, 'newer_samples_weight': 2, 'seasonality_reg': 0.1}",4.0112620643207,0.3880681196420354,5.0271618689809525,1.9000678737977668,5.645053972516741,0.5882123960960913,6.803692056451525,2.5410533411102074
8,"{'ar_layers': [1], 'batch_size': 48, 'epochs': 40, 'learning_rate': 0.3, 'n_lags': 12, 'newer_samples_weight': 4, 'seasonality_reg': 0.1}",4.072269812652043,0.38638433297206726,4.755788339887347,2.1159147664568083,5.716223650319236,0.5840408124579399,6.451371387072972,2.7135158180115644
9,"{'ar_layers': [32, 16], 'batch_size': 24, 'epochs': 40, 'learning_rate': 0.15, 'n_lags': 12, 'newer_samples_weight': 4, 'seasonality_reg': 0.5}",4.1040503348623005,0.37721089996790963,4.720678467409951,2.0166459910835197,5.671950856276921,0.5754841740346853,6.444337660925729,2.70148905363022
10,"{'ar_layers': [1], 'batch_size': 24, 'epochs': 40, 'learning_rate': 0.3, 'n_lags': 1, 'newer_samples_weight': 2, 'seasonality_reg': 0.1}",4.079138168266842,0.39505174378449465,5.078203746250698,1.9819269730071403,5.630659532546997,0.5837224881120112,6.868573532785688,2.5959483638931595
11,"{'ar_layers': [32, 16], 'batch_size': 48, 'epochs': 80, 'learning_rate': 0.15, 'n_lags': 12, 'newer_samples_weight': 2, 'seasonality_reg': 0.1}",4.05562710251127,0.4221661400384843,4.744180076462882,2.0349903330163737,5.715878782953535,0.6364172130896931,6.443857496125357,2.686813190664442
